"","ID","EARNINGS","S","EXP","BYEAR","AGE","AGEMBTH","HHINC97","POVRAT97","PRMONM","PRMONF","ASVABAR","ASVABWK","ASVABPC","ASVABMK","ASVABNO","ASVABCS","ASVABC","ASVABC4","VERBAL","ASVABMV","HEIGHT","WEIGHT04","WEIGHT11","SF","SM","SFR","SMR","SIBLINGS","JOBS","HOURS","TENURE","CATSE","COLLBARG","SEX","ETHNICITY","EDUCATION","MARITALSTAT","FAITH","METSTAT97","AREA97","CENREG97","HOUSE97","MATSTYLE","PATSTYLE","CATEMP","METSTAT11","CENREG11","AREA11"
"1431",373,9,12,6.5,1984,27,19,6000,47,1,NA,-1.600088,-0.904154,-1.861963,-1.190908,-0.7347132,-2.021605,-1.639898,-1.555681,-1.475499,7915,65,160,190,12,10,NA,10,3,7,35,4.557693,"No","No","Female","Hispanic","High school diploma","Other single","None","MSA, not central city","Urban","West","Biological mother only","Uninvolved",NA,"Private sector","MSA, not central city","South","Urban"
"1084",4943,19,16,5.576923,1982,29,21,24500,154,7,6,0.4959275,-0.3349418,-0.049115,0.5786865,2.209207,0.0634226,0.1665692,0.1926104,-0.2052008,63870,70,135,145,12,12,12,12,1,5,35,5.480769,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Single, never married","Protestant","Not in MSA","Rural","North east","Biological mother and father","Authoritarian","Uninvolved","Government","MSA, not central city","North east","Urban"
"1197",5246,9.27,16,4.096154,1984,27,34,80000,503,10,5,0.6749201,0.7520607,0.6724236,0.8434836,2.34639,1.361419,0.7618999,0.8228822,0.7592527,84880,70,190,225,18,18,18,18,1,4,25,3.307692,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Single, never married","Protestant","Not in MSA","Rural","North central","Biological mother and father","Permissive","Uninvolved","Private sector","MSA, not central city","North central","Rural"
"280",6561,16.01,14,5.230769,1981,30,21,62723,207,NA,NA,1.662351,0.8181598,0.4688823,1.336034,0.8593576,0.641185,1.266797,1.198566,0.685958,89567,63,200,203,14,12,14,12,7,7,30,0.3461539,"No","No","Female","Non-black, non-hispanic","Associate's degree","Other single","Other","MSA, central city","Urban","West","Biological mother and father",NA,NA,"Non-profit","MSA, not central city","South","Rural"
"910",2635,16.83,18,3.307692,1982,29,19,39500,248,15,13,0.8390436,0.795382,1.169703,0.6772787,0.9110847,0.9741648,1.000647,0.9735766,1.047543,87933,71,262,275,12,14,16,14,2,8,40,1.846154,"No","No","Female","Non-black, non-hispanic","Master's degree","Married, spouse present","Protestant","MSA, not central city","Rural","North central","Biological mother, other father","Authoritative","Authoritative","Non-profit","MSA, not central city","North central","Urban"
"537",3773,16.87,12,9.5,1984,27,25,62040,390,8,8,0.4596735,0.5687957,-1.170261,-0.8940716,-0.2153983,0.225017,0.0869043,-0.2904954,-0.3211397,44338,72,243,219,12,11,12,11,2,NA,40,1.076923,"No","No","Male","Non-black, non-hispanic","High school diploma","Cohabiting","Catholic","MSA, central city","Urban","South","Biological mother and father","Authoritative","Authoritative","Private sector","MSA, central city","West","Urban"
"1880",15,10.5,14,2.961539,1983,28,21,NA,NA,11,0,-1.12549,-0.4031869,0.0460755,-0.3149635,-1.156898,-0.9179291,-0.7171115,-0.5036429,-0.1908314,26024,59,90,90,13,12,13,12,1,5,30,3.461539,"No","No","Female","Hispanic","High school diploma","Single, never married","Missing value","MSA, central city","Urban","North east","Biological mother and father","Authoritative","Authoritative","Private sector","MSA, central city","North east","Urban"
"890",4561,22.89,12,12.57692,1980,31,28,246474,1627,NA,NA,-0.0572496,0.3298638,-0.1546929,-0.1649659,-0.6833456,-2.988262,0.0162266,-0.0137934,0.0930225,44799,68,132,154,14,12,14,12,1,8,42,5.557693,"No","No","Female","Non-black, non-hispanic","High school diploma","Married, spouse present","Protestant","MSA, not central city","Rural","West","Biological mother and father","Authoritative","Authoritative","Private sector","MSA, not central city","South","Rural"
"113",6133,15.63,18,4,1983,28,26,246474,1627,14,13,1.177224,-0.7367064,0.2317896,0.9116085,0.0480773,0.564131,0.5077796,0.4425996,-0.2696526,64904,73,250,275,14,13,14,13,2,6,20,7.346154,"Yes","No","Male","Non-black, non-hispanic","Bachelor's degree","Cohabiting","Catholic","Not in MSA","Rural","South","Biological mother and father","Authoritative","Authoritative","Private sector","MSA, not central city","West","Rural"
"1642",1361,23.08,17,5.557693,1982,29,33,103750,652,2,4,1.511423,0.7100101,1.463287,1.264591,1.340715,0.5004043,1.427381,1.384342,1.158578,95761,67,165,147,16,12,16,12,1,1,50,5.557693,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Cohabiting","Protestant","MSA, not central city","Urban","South","Biological mother and father","Uninvolved","Permissive","Private sector","MSA, central city","West","Rural"
"815",4521,20.51,17,5.730769,1982,29,27,72000,453,8,8,0.769781,0.6030107,1.419917,0.9582135,-0.5649236,0.309965,0.9784765,1.048995,1.078389,87569,68,138,120,12,12,12,12,2,7,45,5.192307,"No","No","Female","Hispanic","Bachelor's degree","Married, spouse present","Catholic","MSA, not central city","Urban","West","Biological mother and father","Authoritarian","Uninvolved","Private sector","MSA, not central city","South","Urban"
"470",4399,24.04,17,5.788462,1982,29,22,31250,196,13,12,0.6504363,0.3355121,1.098532,0.356059,1.114689,-0.5795826,0.751071,0.6823093,0.7643505,73646,63,146,135,12,13,12,13,1,10,40,0.3846154,"No","No","Female","Hispanic","High school diploma","Married, spouse present","Catholic","MSA, central city","Urban","West","Biological mother and father","Permissive","Authoritative","Private sector","MSA, not central city","South","Rural"
"652",4245,16,10,13.28846,1980,31,19,44900,282,NA,NA,-1.477665,-1.585881,-1.31346,-1.416981,-1.083465,-1.202622,-1.609226,-1.621966,-1.546544,4360,76,180,200,12,12,12,12,1,4,40,9.384615,"No","No","Male","Black","High school drop-out","Single, never married","Protestant","MSA, not central city","Urban","South","Biological mother and father","Authoritative","Authoritative","Government","MSA, not central city","West","Urban"
"207",6303,18.5,12,8.596154,1983,28,18,43800,275,8,5,-1.267211,1.076593,-0.5344202,-2.054639,-0.8378903,-2.153758,-0.5478873,-0.7784686,0.288736,29038,69,135,140,12,12,12,12,1,7,45,0.6346154,"No","No","Male","Non-black, non-hispanic","High school diploma","Married, spouse present","Catholic","MSA, not central city","Urban","West","Biological mother and father","Permissive","Permissive","Private sector","MSA, not central city","South","Urban"
"560",31,42,16,7.5,1982,29,31,NA,NA,8,3,0.9743719,-1.451606,0.7337757,1.243389,1.161345,1.668598,0.3377924,0.419098,-0.3831946,62806,68,135,140,12,12,12,12,1,6,40,4.788462,"No","Yes","Male","Non-black, non-hispanic","Bachelor's degree","Single, never married","Missing value","MSA, central city","Urban","North east","Biological mother and father","Uninvolved","Authoritative","Private sector","MSA, central city","North east","Urban"
"60",3829,11.25,12,8.961538,1982,29,27,65035,395,9,8,-0.7326835,-0.0503688,-0.8620313,-1.165229,-1.194201,-0.4489868,-0.6538219,-0.7870413,-0.4869542,19140,69,120,120,12,14,12,14,1,10,30,1.5,"No","No","Male","Non-black, non-hispanic","High school diploma","Other single","Protestant","MSA, not central city","Rural","South","Biological mother and father","Permissive","Uninvolved","Private sector","MSA, not central city","West","Rural"
"733",4109,14.74,18,5.826923,1983,28,27,NA,NA,12,12,0.8191897,1.072039,0.0672046,0.7504685,-0.3723204,0.773583,0.7628064,0.7574057,0.6071406,74177,72,140,180,14,12,14,12,1,2,40,8.442307,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Cohabiting","Protestant","MSA, not central city","Urban","South","Biological mother and father","Authoritative","Permissive","Private sector","MSA, central city","West","Urban"
"1058",1117,11.54,15,3.807692,1984,27,28,145392,914,6,3,0.0749999,-0.6491766,0.3777275,-0.170002,1.101683,-0.1324852,-0.0338177,-0.1031732,-0.1451496,47520,68,120,135,13,17,13,17,1,NA,50,4.096154,"Yes","No","Male","Non-black, non-hispanic","Associate's degree","Single, never married","Catholic","MSA, not central city","Rural","North east","Biological mother and father","Authoritarian","Authoritarian","Private sector","MSA, not central city","North east","Rural"
"905",2708,7.4,15,4.461538,1984,27,23,55500,265,11,5,1.351562,1.041187,0.9693438,0.6515998,0.5238423,0.7667248,1.2948,1.122526,1.071778,92658,66,135,128,12,12,12,12,3,4,43,1.807692,"No","No","Female","Non-black, non-hispanic","High school diploma","Cohabiting","Catholic","MSA, not central city","Rural","North central","Biological mother and father","Permissive","Authoritative","Private sector","MSA, not central city","North central","Urban"
"1281",2031,4.38,10,6.903846,1980,31,26,36180,193,NA,NA,-1.11004,-1.243255,-0.8953254,-2.027617,-1.008453,-1.190778,-1.198144,-1.477083,-1.140848,8490,61,120,120,12,12,12,12,2,7,40,1.057692,"No","No","Female","Non-black, non-hispanic","High school drop-out","Cohabiting","Protestant","MSA, not central city","Rural","South","Biological mother, other father","Permissive","Permissive","Private sector","MSA, not central city","West","Urban"
"1314",1642,28.85,16,6.134615,1983,28,35,246474,1627,12,10,0.6497629,0.8182003,0.5064686,0.9847575,1.299544,1.489522,0.7206463,0.8274437,0.7060235,84037,66,115,120,20,18,20,18,2,3,50,6.384615,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Single, never married","Jewish","MSA, not central city","Urban","North east","Biological mother and father","Permissive","Permissive","Private sector","MSA, central city","North east","Urban"
"6",2788,13.14,12,8.019231,1983,28,25,97400,612,5,3,0.7222221,1.01171,0.8045009,1.113033,-0.7572729,0.6925451,0.8955367,1.021164,0.9681515,86885,66,220,245,13,13,13,13,1,2,50,4.25,"No","No","Male","Non-black, non-hispanic","High school diploma","Cohabiting","Protestant","MSA, not central city","Rural","North central","Biological mother and father","Uninvolved","Authoritarian","Private sector","MSA, central city","North central","Urban"
"1081",3646,9,16,5.692307,1981,30,34,92000,728,NA,NA,-0.7106906,0.6758733,0.2309013,0.6851135,0.7363707,1.179464,-0.1418517,0.2459575,0.4831701,57986,70,195,160,16,18,16,18,3,7,45,2.576923,"No","No","Male","Black","Bachelor's degree","Single, never married","Protestant","MSA, not central city","Urban","South","Biological mother and father",NA,NA,"Private sector","MSA, not central city","West","Urban"
"661",3367,12,12,12.76923,1980,31,31,65000,515,NA,NA,-0.8425804,-1.337734,-1.224495,-2.355197,-1.067968,-0.6023173,-1.167568,-1.612457,-1.36677,6538,74,220,230,9,12,9,12,2,4,60,2.75,"No","No","Male","Non-black, non-hispanic","High school diploma","Married, spouse present","Other","MSA, not central city","Rural","South","Biological mother and father","Authoritative","Authoritative","Private sector","MSA, not central city","West","Rural"
"1491",1060,15.8,13,6.865385,1984,27,14,3792,35,10,NA,-0.4077067,0.3388607,0.4989422,0.2158858,1.048927,-0.4700396,0.0057071,0.1801369,0.446389,46480,62,215,270,16,9,NA,9,2,2,40,6.557693,"No","No","Female","Black","High school diploma","Single, never married","Protestant","MSA, not known","Urban","North east","Biological mother only","Authoritarian",NA,"Private sector","MSA, central city","North east","Urban"
"317",5280,34.01,16,6.634615,1982,29,29,56000,352,9,8,0.749535,0.6178085,0.2433569,-0.2630577,0.5660288,-0.6350625,0.6481141,0.3764832,0.4588477,69955,65,120,120,16,15,16,15,1,3,32,1.269231,"No","Yes","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Protestant","Not in MSA","Rural","North central","Biological mother and father","Authoritative","Authoritative","Missing value","MSA, not central city","North central","Rural"
"967",4963,10.58,12,10.13461,1980,31,22,NA,NA,NA,NA,-0.8052852,-0.0969957,-0.3815533,-1.173151,0.2382323,-1.229738,-0.5745055,-0.6881692,-0.2555913,17766,66,255,254,10,12,12,12,2,10,40,2.653846,"No","No","Female","Non-black, non-hispanic","High school diploma","Cohabiting","Protestant","Not in MSA","Rural","North east","Biological mother, other father","Authoritative","Uninvolved","Private sector","MSA, not central city","North east","Urban"
"1412",2740,14,12,12.44231,1980,31,27,81800,413,NA,NA,-0.268234,-1.243255,-0.9086701,-0.7130538,-0.5384319,0.2769449,-0.7391776,-0.8773988,-1.147965,22495,67,135,130,12,12,12,12,2,5,40,6.461538,"No","No","Female","Non-black, non-hispanic","High school diploma","Married, spouse present","Protestant","MSA, not central city","Rural","North central","Biological mother and father","Permissive","Permissive","Private sector","MSA, not central city","North central","Urban"
"1472",2368,14.01,14,5.442307,1982,29,31,78100,491,NA,NA,0.7165021,0.0509391,0.8516542,0.7133232,0.7033588,1.231305,0.6413439,0.652054,0.4809403,69402,62,112,125,12,12,12,12,8,4,40,5.096154,"No","No","Female","Non-black, non-hispanic","High school diploma","Married, spouse present","Protestant","MSA, not central city","Urban","North east","Biological mother, other father",NA,NA,"Private sector","MSA, not central city","North east","Urban"
"1718",1790,7,12,6.730769,1980,31,22,102000,641,NA,NA,-1.754715,-2.170964,-2.330996,-2.330814,-1.826498,-1.120025,-2.201861,-2.403673,-2.401184,1295,74,230,210,12,12,15,12,4,8,20,0.3653846,"No","No","Male","Black","High school diploma","Cohabiting","Protestant","MSA, not central city","Urban","North central","Biological mother, other father","Permissive","Authoritative","Private sector","MSA, not central city","North central","Urban"
"1233",372,14.5,12,9.519231,1983,28,18,NA,NA,12,NA,-0.493602,-1.223895,-0.7401515,0.1260511,0.648834,0.5388846,-0.811407,-0.6530819,-1.047773,23633,73,153,182,12,10,NA,10,3,4,40,0.3269231,"No","No","Male","Hispanic","High school diploma","Single, never married","Missing value","MSA, not central city","Urban","West","Biological mother only","Uninvolved",NA,"Private sector","MSA, not central city","South","Urban"
"1490",1254,9.29,20,1.557692,1982,29,41,NA,NA,7,7,1.74585,1.318996,1.509994,2.359707,1.724183,1.653949,1.736391,1.939872,1.508244,100000,62,175,150,16,16,16,16,1,4,60,3.096154,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Single, never married","Missing value","MSA, not central city","Urban","North central","Biological mother and father","Authoritarian","Authoritarian","Missing value","MSA, central city","North central","Urban"
"295",5915,50,17,7.019231,1981,30,24,45000,283,NA,NA,-0.1768361,0.4038216,0.6623809,0.5335148,0.4171981,1.151413,0.195348,0.3975373,0.5681893,60806,64,135,154,12,12,12,12,1,10,25,2.884615,"Yes","No","Female","Black","Master's degree","Single, never married","Protestant","MSA, not central city","Rural","South","Biological mother and father",NA,NA,"Government","MSA, not known","West","Unknown"
"1172",70,30,16,4.730769,1982,29,NA,NA,NA,10,2,-0.0230088,0.2831507,-0.0691321,0.493876,-0.2134381,0.2869004,0.0457191,0.1910234,0.1137391,56708,72,160,180,12,16,12,16,2,5,50,4.826923,"Yes","No","Male","Black","Bachelor's degree","Single, never married","Protestant","MSA, central city","Urban","North east","Biological mother and father","Authoritative","Authoritarian","Private sector","MSA, central city","North east","Urban"
"1549",2226,10.5,12,7.557693,1983,28,31,75300,596,7,5,1.600258,0.8182003,0.9701979,0.8373992,1.368291,1.314979,1.370438,1.181952,0.9533197,86721,72,200,215,12,14,12,14,0,5,32,1.211538,"No","No","Male","Non-black, non-hispanic","High school diploma","Single, never married","Catholic","MSA, not central city","Urban","North east","Biological mother and father","Uninvolved","Uninvolved","Private sector","MSA, not central city","North east","Urban"
"1516",1335,30.77,16,7.961538,1980,31,29,246474,1627,NA,NA,1.365297,0.79884,0.5603621,1.207904,0.7918385,0.9567289,1.123373,1.099779,0.7244393,88801,68,150,155,18,16,18,16,2,6,50,3.288461,"Yes","No","Male","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Protestant","MSA, central city","Urban","South","Biological mother and father","Authoritative","Authoritative","Private sector","MSA, central city","West","Urban"
"56",5181,24.13,16,3.923077,1983,28,31,67897,427,14,12,-1.585819,-0.2335814,0.3051856,-0.1941085,-1.238175,-0.215392,-0.8522906,-0.4786705,0.0377928,40428,71,190,190,12,16,12,16,1,8,40,4.519231,"No","Yes","Male","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Protestant","MSA, not central city","Rural","North central","Biological mother and father","Permissive","Permissive","Non-profit","MSA, not central city","North central","Rural"
"1499",2204,27.88,17,5.596154,1981,30,26,161800,817,NA,NA,0.9345614,0.7851493,0.3865898,1.340275,1.520289,1.480552,0.8351406,0.9638295,0.6244695,83367,62,108,115,15,16,15,16,2,4,40,6.153846,"No","No","Female","Non-black, non-hispanic","Master's degree","Married, spouse present","Protestant","MSA, not central city","Rural","North east","Biological mother and father",NA,NA,"Non-profit","MSA, not central city","North east","Urban"
"372",4553,29.91,17,5.807693,1984,27,24,55500,296,15,13,0.301968,-0.0914136,-0.0048213,0.443814,1.013482,-0.3307166,0.1390639,0.1811345,-0.0517119,43512,69,130,125,14,14,14,14,2,2,45,5.653846,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Catholic","MSA, central city","Urban","West","Biological mother and father","Authoritative","Permissive","Private sector","MSA, central city","South","Urban"
